new_index_arr,index_arr,sigH,T_period,Cp,new_datetime
43,13.0,0.6086330868881591,3.220125786163522,5.02213034476434,2022-04-15 14:20:00
44,13.5,0.6290578543545744,3.133872416891285,4.887732464906067,2022-04-15 14:40:00
45,14.0,0.6494826218209897,3.0476190476190474,4.753334585047794,2022-04-15 15:00:00
46,15.0,0.6437485221668483,3.261146496815287,5.086080089942892,2022-04-15 15:20:00
47,15.5,0.6524945969187992,3.372069847047099,5.258615713022726,2022-04-15 15:40:00
48,16.0,0.6612406716707502,3.4829931972789114,5.431151336102561,2022-04-15 16:00:00
49,17.0,0.7497999411882914,3.4594594594594597,5.394715746107559,2022-04-15 16:20:00
50,17.5,0.811067343233943,3.571456348434766,5.568397113869383,2022-04-15 16:40:00
51,18.0,0.8723347452795946,3.683453237410072,5.742078481631207,2022-04-15 17:00:00
52,19.0,0.874791334573892,3.9083969465648853,6.088499240906544,2022-04-15 17:20:00
53,19.5,0.8415079581040165,3.9083969465648853,6.088804018185861,2022-04-15 17:40:00
54,20.0,0.8082245816341409,3.9083969465648853,6.0891087954651795,2022-04-15 18:00:00
55,21.0,0.7580675230647177,4.129032258064516,6.425283335645307,2022-04-15 18:20:00
56,21.5,0.7150516434982703,3.7268537913699205,5.805274233284553,2022-04-15 18:40:00
57,22.0,0.672035763931823,3.324675324675325,5.185265130923798,2022-04-15 19:00:00
58,23.0,0.6991405889764297,3.34640522875817,5.219128889387751,2022-04-15 19:20:00
59,23.5,0.6937644453248453,3.657698738410093,5.701030354281986,2022-04-15 19:40:00
60,24.0,0.6883883016732608,3.9689922480620154,6.182931819176221,2022-04-15 20:00:00
61,25.0,0.7370302092333272,3.9689922480620154,6.18275653213297,2022-04-15 20:20:00
62,25.5,0.738372151925408,3.8949438852250378,6.068927765485913,2022-04-15 20:40:00
63,26.0,0.7397140946174887,3.8208955223880596,5.955098998838857,2022-04-15 21:00:00
64,27.0,0.677866766793811,3.5555555555555554,5.544317541541911,2022-04-15 21:20:00
65,27.5,0.6678495059423626,3.7025898078529655,5.771296073386573,2022-04-15 21:40:00
66,28.0,0.6578322450909141,3.8496240601503757,5.9982746052312335,2022-04-15 22:00:00
67,29.0,0.6510279973806173,3.5310344827586206,5.5058915175913254,2022-04-15 22:20:00
68,29.5,0.6261963968697244,3.518941898913557,5.487029984903026,2022-04-15 22:40:00
69,30.0,0.6013647963588314,3.506849315068493,5.4681684522147265,2022-04-15 23:00:00
70,31.0,0.6264771604007592,3.683453237410072,5.741084358289474,2022-04-15 23:20:00
71,31.5,0.7125889633061391,3.7240795598815066,5.803346233665392,2022-04-15 23:40:00
72,32.0,0.7987007662115189,3.764705882352941,5.865608109041309,2022-04-16 00:00:00
73,33.0,0.9627141630635242,4.266666666666667,6.616443149597519,2022-04-16 00:20:00
74,33.5,0.9375051338468239,4.3594202898550725,6.747820818052726,2022-04-16 00:40:00
75,34.0,0.9122961046301237,4.452173913043478,6.879198486507933,2022-04-16 01:00:00
76,35.0,0.9020597652307852,4.231404958677686,6.563655531698717,2022-04-16 01:20:00
77,35.5,0.8599241892737415,4.727947377298026,7.2076143674496995,2022-04-16 01:40:00
78,36.0,0.8177886133166977,3.881544657664061,7.851573203200682,2022-04-16 02:00:00
79,37.0,0.7562702498549848,4.491228070175438,6.932400442862699,2022-04-16 02:20:00
80,37.5,0.774988098637807,4.100686498855835,6.356861229223627,2022-04-16 02:40:00
81,38.0,0.7937059474206292,3.710144927536232,5.781322015584556,2022-04-16 03:00:00
82,39.0,0.8647614702470758,3.8208955223880596,5.9512044028229285,2022-04-16 03:20:00
83,39.5,0.909644445335857,3.9421937929400617,6.134972753637406,2022-04-16 03:40:00
84,40.0,0.9545274204246381,4.063492063492063,6.318741104451883,2022-04-16 04:00:00
85,41.0,0.8734422300880487,3.683453237410072,5.741175039938426,2022-04-16 04:20:00
86,41.5,0.8862292787136786,3.631936408914826,5.661711666510477,2022-04-16 04:40:00
87,42.0,0.8990163273393086,3.5804195804195804,5.582248293082529,2022-04-16 05:00:00
88,43.0,0.9442988100725532,4.231404958677686,6.573345987186616,2022-04-16 05:20:00
89,43.5,0.9404180598725627,4.197003292346974,6.52312042103344,2022-04-16 05:40:00
90,44.0,0.9365373096725721,4.162601626016261,6.4728948548802645,2022-04-16 06:00:00
91,45.0,0.839196363425123,4.063492063492063,6.324841739084039,2022-04-16 06:20:00
92,45.5,0.7879826525543059,3.7732426303854876,5.8782205798201845,2022-04-16 06:40:00
93,46.0,0.7367689416834886,3.4829931972789114,5.4315994205563305,2022-04-16 07:00:00
94,47.0,0.6965065173698485,4.19672131147541,6.526727215802142,2022-04-16 07:20:00
95,47.5,0.6876131955497471,4.023172685812893,6.262989847800847,2022-04-16 07:40:00
96,48.0,0.6787198737296458,3.8496240601503757,5.999252479799553,2022-04-16 08:00:00
97,49.0,0.6923733943736359,3.631205673758865,5.661797693969719,2022-04-16 08:20:00
98,49.5,0.6751010801451436,3.488805451258518,5.440433485011016,2022-04-16 08:40:00
99,50.0,0.6578287659166514,3.34640522875817,5.219069276052313,2022-04-16 09:00:00
100,51.0,0.7044918172932436,3.631205673758865,5.661633662565569,2022-04-16 09:20:00
101,51.5,0.7519770203338854,3.6058126270892226,5.622183661626318,2022-04-16 09:40:00
102,52.0,0.799462223374527,3.5804195804195804,5.582733660687066,2022-04-16 10:00:00
103,53.0,0.7986099754003054,3.683453237410072,5.741955604042164,2022-04-16 10:20:00
104,53.5,0.7939831318215606,3.7380229150013324,5.825747498724335,2022-04-16 10:40:00
105,54.0,0.7893562882428157,3.7925925925925927,5.909539393406507,2022-04-16 11:00:00
106,55.0,0.8994274305905368,4.063492063492063,6.319585529452395,2022-04-16 11:20:00
107,55.5,0.9326911730051799,4.2386425834701695,6.573642999488612,2022-04-16 11:40:00
108,56.0,0.9659549154198231,4.413793103448276,6.827700469524831,2022-04-16 12:00:00
109,57.0,1.0364379561993107,4.452173913043478,6.878633067265446,2022-04-16 12:20:00
110,57.5,1.0782509894283918,4.37734746072342,6.771912162638708,2022-04-16 12:40:00
111,58.0,1.1200640226574732,4.302521008403361,6.665191258011971,2022-04-16 13:00:00
112,59.0,1.1077345293447514,4.491228070175438,6.930001702438269,2022-04-16 13:20:00
113,59.5,1.0640354377636347,4.343974690825425,6.720923869617156,2022-04-16 13:40:00
114,60.0,1.0203363461825183,4.19672131147541,6.511846036796042,2022-04-16 14:00:00
115,61.0,0.9406076894447384,3.8496240601503757,5.994178184963219,2022-04-16 14:20:00
116,61.5,0.9243018327304664,4.006112843083319,6.228700391199291,2022-04-16 14:40:00
117,62.0,0.9079959760161944,4.162601626016261,6.4632225974353625,2022-04-16 15:00:00
118,63.0,0.8437119165284246,4.0,6.222290880758253,2022-04-16 15:20:00
119,63.5,0.8177193135983515,3.8962962962962964,6.065230484624076,2022-04-16 15:40:00
120,64.0,0.7917267106682784,3.7925925925925927,5.908170088489897,2022-04-16 16:00:00
121,65.0,0.7501534088685703,3.764705882352941,5.8658893409794155,2022-04-16 16:20:00
122,65.5,0.7618654403985671,3.512926189584114,5.475992319995897,2022-04-16 16:40:00
123,66.0,0.7735774719285639,3.261146496815287,5.086095299012379,2022-04-16 17:00:00
124,67.0,0.8059506933074643,3.2,4.990883895818043,2022-04-16 17:20:00
125,67.5,0.817523758845857,3.4962962962962965,5.45062058308872,2022-04-16 17:40:00
126,68.0,0.8290968243842498,3.7925925925925927,5.910357270359397,2022-04-16 18:00:00
127,69.0,0.7316235331132995,3.324675324675325,5.185186819765072,2022-04-16 18:20:00
128,69.5,0.7084165228465804,3.292910910745306,5.135722665959526,2022-04-16 18:40:00
129,70.0,0.6852095125798612,3.261146496815287,5.0862585121539805,2022-04-16 19:00:00
130,71.0,0.7454121265521559,3.5804195804195804,5.583103088616643,2022-04-16 19:20:00
131,71.5,0.7394738349585869,3.6187812187812187,5.642673215537293,2022-04-16 19:40:00
132,72.0,0.7335355433650178,3.657142857142857,5.702243342457943,2022-04-16 20:00:00
133,73.0,0.742623960166377,3.6056338028169015,5.62236388880912,2022-04-16 20:20:00
134,73.5,0.6961268949568066,3.5443135000479065,5.527058920739821,2022-04-16 20:40:00
135,74.0,0.6496298297472362,3.4829931972789114,5.431753952670522,2022-04-16 21:00:00
136,75.0,0.5290630038764246,3.303225806451613,5.151843938505107,2022-04-16 21:20:00
137,75.5,0.5055849680193435,3.28218615163345,5.119046841249695,2022-04-16 21:40:00
138,76.0,0.4821069321622624,3.261146496815287,5.086249743994283,2022-04-16 22:00:00
139,77.0,0.4105353956433785,3.513653348663409,5.479406436705171,2022-04-16 22:20:00
140,77.5,0.4901367281276456,3.7576828669612174,5.799547613543768,2022-04-16 22:40:00
141,78.0,0.5697380606119127,2.6391752577319587,4.116369307001684,2022-04-16 23:00:00
142,79.0,0.5259494571051686,2.6528497409326426,4.137697064926458,2022-04-16 23:20:00
143,79.5,0.49420890246861315,2.5937516031395886,4.045521182063029,2022-04-16 23:40:00
144,80.0,0.4624683478320577,2.5346534653465347,3.9533452991995994,2022-04-17 00:00:00
145,81.0,0.3764619341948022,2.4265402843601898,3.7847195075431026,2022-04-17 00:20:00
146,81.5,0.35311605677263186,4.225034848062448,6.197912512567232,2022-04-17 00:40:00
147,82.0,0.32977017935046155,6.023529411764706,8.61110551759136,2022-04-17 01:00:00
148,83.0,0.32965701164520134,5.953488372093023,8.540954155712011,2022-04-17 01:20:00
149,83.5,0.32215369362767465,5.9885088919288645,8.564627005719572,2022-04-17 01:40:00
150,84.0,0.314650375610148,6.023529411764706,8.588299855727131,2022-04-17 02:00:00
151,85.0,0.28613968219035113,5.885057471264368,8.47081578374648,2022-04-17 02:20:00
152,85.5,0.2855254415347883,5.885057471264368,8.475888572796897,2022-04-17 02:40:00
153,86.0,0.28491120087922556,5.885057471264368,8.480961361847315,2022-04-17 03:00:00
154,87.0,0.275568795705533,5.626373626373627,8.258022245550647,2022-04-17 03:20:00
155,87.5,0.2925120416381055,5.626373626373627,8.263164412024844,2022-04-17 03:40:00
156,88.0,0.30945528757067803,5.626373626373627,8.268306578499041,2022-04-17 04:00:00
157,89.0,0.3262353115936365,5.752808988764045,8.403194330139476,2022-04-17 04:20:00
158,89.5,0.34805942200942946,3.9475342014949932,5.872257923225829,2022-04-17 04:40:00
159,90.0,0.3698835324252224,2.1422594142259412,3.3413215163121834,2022-04-17 05:00:00
160,91.0,0.4352671260997263,2.226086956521739,3.4720688791298917,2022-04-17 05:20:00
161,91.5,0.44446448296949137,2.281993249950367,3.5592669512221993,2022-04-17 05:40:00
162,92.0,0.45366183983925645,2.3378995433789953,3.646465023314507,2022-04-17 06:00:00
163,93.0,0.4718591901294018,2.522167487684729,3.9338709371795093,2022-04-17 06:20:00
164,93.5,0.4937785891103065,2.587508614308686,4.035784313305209,2022-04-17 06:40:00
165,94.0,0.5156979880912111,2.6528497409326426,4.137697689430908,2022-04-17 07:00:00
166,95.0,0.5376706707193172,2.56,3.992878970329719,2022-04-17 07:20:00
167,95.5,0.5441074880944212,2.5861224489795918,4.033622535308778,2022-04-17 07:40:00
168,96.0,0.5505443054695253,2.6122448979591835,4.074366100287836,2022-04-17 08:00:00
169,97.0,0.5041329464983892,2.5346534653465347,3.9533456151070214,2022-04-17 08:20:00
170,97.5,0.4975185057616861,2.5869143615392467,4.0348576826863,2022-04-17 08:40:00
171,98.0,0.490904065024983,2.6391752577319587,4.116369750265579,2022-04-17 09:00:00
172,99.0,0.4248574066683575,2.522167487684729,3.933871028513647,2022-04-17 09:20:00
173,99.5,0.42858750731747974,2.4918529746115956,3.886588956331962,2022-04-17 09:40:00
174,100.0,0.43231760796660207,2.4615384615384617,3.8393068841502775,2022-04-17 10:00:00
175,101.0,0.387733352997688,2.5728643216080402,4.012943597753151,2022-04-17 10:20:00
176,101.5,0.3891688969781013,2.6267462969296744,4.096983653074973,2022-04-17 10:40:00
177,102.0,0.39060444095851454,2.680628272251309,4.181023708396794,2022-04-17 11:00:00
178,103.0,0.43469308392564443,2.959537572254335,4.616010002446142,2022-04-17 11:20:00
179,103.5,0.4395484961902124,3.0698308979284095,4.787936190554762,2022-04-17 11:40:00
180,104.0,0.44440390845478034,3.1801242236024843,4.959862378663383,2022-04-17 12:00:00
181,105.0,0.5440730719206452,3.324675324675325,5.18486777319572,2022-04-17 12:20:00
182,105.5,0.5641368984110959,3.3804584677067897,5.271495133115751,2022-04-17 12:40:00
183,106.0,0.5842007249015467,3.436241610738255,5.358122493035782,2022-04-17 13:00:00
184,107.0,0.6249836111315713,3.710144927536232,5.780933183645139,2022-04-17 13:20:00
185,107.5,0.6555079082040595,3.6578893651765667,5.700467837321371,2022-04-17 13:40:00
186,108.0,0.6860322052765476,3.6056338028169015,5.620002490997603,2022-04-17 14:00:00
187,109.0,0.6931193963958675,3.683453237410072,5.739754929115733,2022-04-17 14:20:00
188,109.5,0.6903053598825651,3.683453237410072,5.739769398602942,2022-04-17 14:40:00
189,110.0,0.6874913233692628,3.683453237410072,5.739783868090151,2022-04-17 15:00:00
190,111.0,0.7170369536479241,2.694736842105263,4.203025764896044,2022-04-17 15:20:00
191,111.5,0.7069373474914813,2.761733061936609,4.307513803144925,2022-04-17 15:40:00
192,112.0,0.6968377413350384,2.8287292817679557,4.412001841393806,2022-04-17 16:00:00
193,113.0,0.7156954387626352,2.797814207650273,4.3637889222216675,2022-04-17 16:20:00
194,113.5,0.6951648546719807,3.039932744850778,4.74114227194327,2022-04-17 16:40:00
195,114.0,0.6746342705813263,3.282051282051282,5.118495621664873,2022-04-17 17:00:00
196,115.0,0.5724745342345026,4.096,6.366905883471086,2022-04-17 17:20:00
197,115.5,0.560032770836227,4.163702479338843,6.468177025428915,2022-04-17 17:40:00
198,116.0,0.5475910074379515,2.8132717447091142,4.387895381807737,2022-04-17 18:00:00
199,117.0,0.5826325126521339,2.7797736347934414,4.335651362683296,2022-04-17 18:20:00
200,117.5,0.573115888975885,3.337868480725623,5.198244590153239,2022-04-17 18:40:00
201,118.0,0.5635992652996361,2.6122448979591835,4.074365956086508,2022-04-17 19:00:00
202,119.0,0.5546285711708273,2.5728643216080402,4.012943671424309,2022-04-17 19:20:00
203,119.5,0.5502749586868495,2.5231471366494307,3.935398968840464,2022-04-17 19:40:00
204,120.0,0.5459213462028717,2.473429951690821,3.8578542662566195,2022-04-17 20:00:00
205,121.0,0.4758836468466148,2.6534908700322233,4.138697506315015,2022-04-17 20:20:00
206,121.5,0.445372299852139,2.592554609783612,4.043654813755408,2022-04-17 20:40:00
207,122.0,0.4148609528576632,2.5480057291287355,3.9741713201323865,2022-04-17 21:00:00
208,123.0,0.37919923648326276,2.206896551724138,3.442137251841629,2022-04-17 21:20:00
209,123.5,0.38857699612570873,2.2164917541229388,3.457103065932298,2022-04-17 21:40:00
210,124.0,0.39795475576815476,2.226086956521739,3.472068880022967,2022-04-17 22:00:00
211,125.0,0.38001528674869073,2.392523364485981,3.731662804882938,2022-04-17 22:20:00
212,125.5,0.38317136365269633,2.304486790468099,3.5943505418047605,2022-04-17 22:40:00
213,126.0,0.386327440556702,2.2164502164502164,3.4570382787265825,2022-04-17 23:00:00
214,127.0,0.42591603835667036,2.226086956521739,3.472068879752807,2022-04-17 23:20:00
215,127.5,0.395980381651011,2.460411899313501,3.8375489680130848,2022-04-17 23:40:00
216,128.0,0.36604472494535173,2.226086956521739,3.4720688794826473,2022-04-18 00:00:00
217,129.0,0.35630104826776815,2.1333333333333333,3.3273993434232203,2022-04-18 00:20:00
218,129.5,0.353967985643421,2.174891774891775,3.392218810597926,2022-04-18 00:40:00
219,130.0,0.35163492301907384,2.2164502164502164,3.4570382777726314,2022-04-18 01:00:00
220,131.0,0.3675812079712857,2.0317460317460316,3.1689517557597426,2022-04-18 01:20:00
221,131.5,0.38278365305868933,2.615873015873016,4.079842683370876,2022-04-18 01:40:00
222,132.0,0.39798609814609304,2.2164502164502164,3.457038278249607,2022-04-18 02:00:00
223,133.0,0.39528887300878945,2.1512605042016806,3.355360682031091,2022-04-18 02:20:00
224,133.5,0.3957228239225272,2.124810579969693,3.314106247602057,2022-04-18 02:40:00
225,134.0,0.39615677483626494,2.098360655737705,3.2728518131730224,2022-04-18 03:00:00
226,135.0,0.4015213409129194,2.0237154150197627,3.156426254745777,2022-04-18 03:20:00
227,135.5,0.3872975267768429,2.101219409637541,3.27731066403621,2022-04-18 03:40:00
228,136.0,0.37307371264076644,2.178723404255319,3.3981950733266424,2022-04-18 04:00:00
229,137.0,0.36994100412290554,4.096,6.364350969130984,2022-04-18 04:20:00
230,137.5,0.36109021795063356,4.217491525423728,6.541758942410885,2022-04-18 04:40:00
231,138.0,0.35223943177836164,4.338983050847458,6.719166915690786,2022-04-18 05:00:00
232,139.0,0.3308912994593638,4.338983050847458,6.721057014886875,2022-04-18 05:20:00
233,139.5,0.32539645862557565,4.03810466410986,6.272314335825765,2022-04-18 05:40:00
234,140.0,0.31990161779178744,3.7372262773722627,5.823571656764656,2022-04-18 06:00:00
235,141.0,0.3434178676677006,3.5555555555555554,5.543550171063474,2022-04-18 06:20:00
236,141.5,0.3447181724349777,3.646390916463909,5.684031136170589,2022-04-18 06:40:00
237,142.0,0.34601847720225476,3.7372262773722627,5.824512101277702,2022-04-18 07:00:00
238,143.0,0.3595322692919088,3.7925925925925927,5.910219597825293,2022-04-18 07:20:00
239,143.5,0.35670876375023985,2.9285543608124254,4.565141739346634,2022-04-18 07:40:00
240,144.0,0.35388525820857086,2.064516129032258,3.2200638808679756,2022-04-18 08:00:00
241,145.0,0.32454300537912767,2.178723404255319,3.398195074157792,2022-04-18 08:20:00
242,145.5,0.32909849386466283,2.1516023660280745,3.3558938907105884,2022-04-18 08:40:00
243,146.0,0.33365398235019805,2.12448132780083,3.3135927072633846,2022-04-18 09:00:00
244,147.0,0.3629770803930277,2.359447004608295,3.6800730008534916,2022-04-18 09:20:00
245,147.5,0.35067691816500335,2.292766980565017,3.576070940408947,2022-04-18 09:40:00
246,148.0,0.33837675593697897,2.226086956521739,3.4720688799644015,2022-04-18 10:00:00
247,149.0,0.33137623810743044,2.1512605042016806,3.3553606825369418,2022-04-18 10:20:00
248,149.5,0.33137623810743044,1.9964935614533583,3.113967827703528,2022-04-18 10:40:00
249,150.0,0.33137623810743044,2.184643848288622,3.4074292996994684,2022-04-18 11:00:00
250,151.0,0.33137623810743044,2.178723404255319,3.3981950740277043,2022-04-18 11:20:00
251,151.5,0.33251511022881425,2.190564292321924,3.4166635252411446,2022-04-18 11:40:00
252,152.0,0.30400437258489416,2.115702479338843,3.299900175383507,2022-04-18 12:00:00
253,153.0,0.29455783828900245,2.178723404255319,3.398195073897616,2022-04-18 12:20:00
254,153.5,0.3156960962091233,2.202405180388529,3.435131976324497,2022-04-18 12:40:00
255,154.0,0.3368343541292442,2.226086956521739,3.472068878751378,2022-04-18 13:00:00
256,155.0,0.3706859908971347,2.3813953488372093,3.7143061844601855,2022-04-18 13:20:00
257,155.5,0.37820640249022325,2.3650096010241093,3.6887490408205794,2022-04-18 13:40:00
258,156.0,0.3857268140833118,2.3486238532110093,3.663191897180973,2022-04-18 14:00:00
259,157.0,0.36744968230439234,2.3378995433789953,3.6464649969196756,2022-04-18 14:20:00
260,157.5,0.35031526366201404,2.2771748799146057,3.5517516368963307,2022-04-18 14:40:00
261,158.0,0.3331808450196358,2.2164502164502164,3.4570382768729857,2022-04-18 15:00:00
262,159.0,0.347162844403254,2.392523364485981,3.7316627294530242,2022-04-18 15:20:00
263,159.5,0.35954599323097985,2.4450421700478686,3.8135771345765317,2022-04-18 15:40:00
264,160.0,0.3719291420587057,2.497560975609756,3.8954915397000396,2022-04-18 16:00:00
265,161.0,0.3653907771672382,2.178723404255319,3.398195073571776,2022-04-18 16:20:00
266,161.5,0.3649508864618288,2.1928099779897288,3.420166162223047,2022-04-18 16:40:00
267,162.0,0.3645109957564194,2.206896551724138,3.442137250874318,2022-04-18 17:00:00
268,163.0,0.34849670182039,2.098360655737705,3.2728518132656936,2022-04-18 17:20:00
269,163.5,0.32709415137212056,2.1293491042401604,3.321185067792667,2022-04-18 17:40:00
270,164.0,0.3056916009238511,2.160337552742616,3.36951832231964,2022-04-18 18:00:00
271,165.0,0.32667849976081703,2.160337552742616,3.3695183223759746,2022-04-18 18:20:00
272,165.5,0.3392468279074119,2.1293491042401604,3.3211850678433765,2022-04-18 18:40:00
273,166.0,0.3518151560540067,2.098360655737705,3.2728518133107785,2022-04-18 19:00:00
274,167.0,0.37910154337389473,2.4150943396226414,3.766867149331073,2022-04-18 19:20:00
275,167.5,0.4125169395925118,2.5478613059369755,3.973945676530306,2022-04-18 19:40:00
276,168.0,0.44593233581112884,2.680628272251309,4.18102420372954,2022-04-18 20:00:00
277,169.0,0.44849750064508354,2.694736842105263,4.203029601622732,2022-04-18 20:20:00
278,169.5,0.45022635308775943,2.6534908700322233,4.1386979069500756,2022-04-18 20:40:00
279,170.0,0.45195520553043533,2.6122448979591835,4.074366212277419,2022-04-18 21:00:00
280,171.0,0.4971375466995012,2.708994708994709,4.225268011859329,2022-04-18 21:20:00
281,171.5,0.49624779563613713,2.7688619953813323,4.318642822653441,2022-04-18 21:40:00
282,172.0,0.49535804457277305,2.8287292817679557,4.412017633447554,2022-04-18 22:00:00
283,173.0,0.5314184577992134,2.723404255319149,4.247742736026711,2022-04-18 22:20:00
284,173.5,0.5644047413512443,2.6881269981258957,4.192720449206461,2022-04-18 22:40:00
285,174.0,0.5973910249032753,2.6528497409326426,4.137698162386211,2022-04-18 23:00:00
286,175.0,0.6643429312178977,3.029585798816568,4.725269254903699,2022-04-18 23:20:00
287,175.5,0.656246953426971,3.0569615741070795,4.76795348878538,2022-04-18 23:40:00
288,176.0,0.6481509756360445,3.0843373493975905,4.81063772266706,2022-04-19 00:00:00
289,177.0,0.731212786022756,3.065868263473054,4.781828849416591,2022-04-19 00:20:00
290,177.5,0.7329259365410125,3.122996243537769,4.870873925399637,2022-04-19 00:40:00
291,178.0,0.734639087059269,3.1801242236024843,4.959919001382684,2022-04-19 01:00:00
292,179.0,0.7877785520061295,3.1801242236024843,4.959882878196879,2022-04-19 01:20:00
293,179.5,0.866356336135893,3.2742726381170315,5.106416258135615,2022-04-19 01:40:00
294,180.0,0.9449341202656567,3.3684210526315788,5.252949638074352,2022-04-19 02:00:00
295,181.0,1.3453167656368021,3.683453237410072,5.7405741754773025,2022-04-19 02:20:00
296,181.5,1.3622944085667008,3.906242747737294,6.077569296026708,2022-04-19 02:40:00
297,182.0,1.3792720514965995,4.129032258064516,6.414564416576113,2022-04-19 03:00:00
298,183.0,1.7777760611382427,4.302521008403361,6.667828998487526,2022-04-19 03:20:00
299,183.5,1.8744075478266136,4.302521008403361,6.668317927448452,2022-04-19 03:40:00
300,184.0,1.9710390345149842,4.302521008403361,6.66880685640938,2022-04-19 04:00:00
301,185.0,1.8720505376876093,4.338983050847458,6.722508930104474,2022-04-19 04:20:00
302,185.5,1.7522961009778295,4.3575257134579175,6.7500064516921965,2022-04-19 04:40:00
303,186.0,1.6325416642680497,4.3760683760683765,6.777503973279919,2022-04-19 05:00:00
304,187.0,1.5419452846661368,4.302521008403361,6.674593240627247,2022-04-19 05:20:00
305,187.5,1.4741652389476347,4.232561317209811,6.572709212723398,2022-04-19 05:40:00
306,188.0,1.4063851932291327,4.162601626016261,6.470825184819549,2022-04-19 06:00:00
307,189.0,1.0948382094564522,3.9384615384615387,6.133671251718584,2022-04-19 06:20:00
308,189.5,0.996210315589863,3.784833606110202,5.897505036207208,2022-04-19 06:40:00
309,190.0,0.8975824217232736,3.631205673758865,5.661338820695831,2022-04-19 07:00:00
310,191.0,0.8829201312824846,3.324675324675325,5.185158688369457,2022-04-19 07:20:00
311,191.5,0.9760918529898115,3.5309508010237938,5.50527816693149,2022-04-19 07:40:00
312,192.0,1.0692635746971384,3.7372262773722627,5.825397645493523,2022-04-19 08:00:00
313,193.0,1.176212848529086,3.8208955223880596,5.954532040650394,2022-04-19 08:20:00
314,193.5,1.2106316416622422,4.008808416931735,6.240418706686383,2022-04-19 08:40:00
315,194.0,1.2450504347953986,4.19672131147541,6.526305372722373,2022-04-19 09:00:00
316,195.0,1.3168855115284743,4.7407407407407405,7.3111703177791565,2022-04-19 09:20:00
317,195.5,1.2560185731374316,4.8084656084656086,7.40410955983493,2022-04-19 09:40:00
318,196.0,1.1951516347463889,4.876190476190477,7.497048801890703,2022-04-19 10:00:00
319,197.0,1.2371311955754396,4.19672131147541,6.5277234954305925,2022-04-19 10:20:00
320,197.5,1.255251672239858,4.38407494145199,6.801992780887496,2022-04-19 10:40:00
321,198.0,1.2733721489042762,4.571428571428571,7.0762620663444,2022-04-19 11:00:00
322,199.0,1.4591677892656083,4.612612612612613,7.134046416941539,2022-04-19 11:20:00
323,199.5,1.4162050288224082,5.029710561625455,7.661732317080246,2022-04-19 11:40:00
324,200.0,1.373242268379208,5.446808510638298,8.189418217218954,2022-04-19 12:00:00
325,201.0,1.4404489377403733,4.876190476190477,7.483870416848256,2022-04-19 12:20:00
326,201.5,1.477673068386713,4.972748703441773,7.601565775611073,2022-04-19 12:40:00
